node	species
ANIAD088-11	Chezala sp. ANIC13
ANIAD085-11	Chezala sp. ANIC12
ANIAD053-11	Chezala sp. ANIC6
BLPDF6225-19	oecophor01 Janzen48
ANIAC1404-11	Drepanocera microstigmata
ANICB791-07	Notodryas vallata
ANIAD514-11	Notodryas sp. ANIC7
ANIAD512-11	Notodryas sp. ANIC1
ANIAD530-11	Notodryas sp. ANIC6
ANIAD527-11	Notodryas sp. ANIC4
ANIAD517-11	Notodryas aeria
ANIAD528-11	Notodryas sp. ANIC5
ANIAC1450-11	Tachystola thiasotis
NSWBB1113-08	Tachystola thiasotis
ANIAC1412-11	Tachystola acroxantha
DTNHM10365-24	Tachystola acroxantha
ANIAC1414-11	Tachystola sp. ANIC2
ANIAC1410-11	Tachystola sp. ANIC1
ANIAC1442-11	Tachystola sp. ANIC12
LOQTG114-10	Tachystola hemisema
MNAE1153-17	Tachystola hemisema
PHSAU1485-12	Tachystola hemisema
ANIAC1449-11	Tachystola hemisema
NSWHP2530-19	Tachystola oxytora
WALPB3606-14	Tachystola mulliganae
ANIAC1437-11	Tachystola sp. ANIC10
AACTA2199-20	Tachystola sp. ANIC9
ANIAC1469-11	Tachystola sp. ANIC17
ANIAC1476-11	Tachystola stenoptera
ANIAC1466-11	Tachystola sidonia
ANIAF475-11	Erythrobapta picimacula
ANIAF483-11	Erythrobapta sp. ANIC4
ANIAF481-11	Erythrobapta sp. ANIC3
ANIAF476-11	Erythrobapta haemalea
ANIAF469-11	Erythrobapta haemalea
ANIAF471-11	Erythrobapta sp. ANIC1
ANIAF473-11	Erythrobapta sp. ANIC1
ANIAC1391-11	Pararsia marmorea
ANIAC1394-11	Pararsia sp. ANIC2
ANIAD003-11	Tanycaula acrophaea
ANIAF335-11	Locheutis philochora
ANIAF1927-11	Locheutis auchmera
ANIAF1922-11	Locheutis mesophragma
ANIAF1921-11	Locheutis mesophragma
ANIAC1431-11	Machaeritis sp. ANIC2
ANIAF1015-11	Machaeritis sp. ANIC2
ANIAF1019-11	Machaeritis sp. ANIC4
ANIAF1012-11	Machaeritis sp. ANIC1
ANIAF1008-11	Machaeritis indocta
LOQTD863-09	Aristeis hepialella
IMLQ787-08	Aristeis hepialella
ANIAE997-11	Aristeis hepialella
ANIAE992-11	Aristeis sp. ANIC3
ANIAE981-11	Aristeis sp. ANIC1
ANIAE979-11	Aristeis chrysoteuches
ANIAE1006-11	Aristeis niphodisca
ANIAE1009-11	Aristeis sp. ANIC7
ANIAE1014-11	Aristeis sp. ANIC8
ANIAE999-11	Aristeis sp. ANIC5
ANIAB1297-11	Poliorhabda cnecopasta
ANIAB1181-11	Poliorhabda chrysoptera
AMUB315-11	Plectobela ecliptica
ANIAB1279-11	Plectobela zanclotoma
ANIAC1129-11	Zacorus carus
ANIAC1142-11	Zacorus anomodes
ANIAE1954-11	Zacorus sp. ANIC3
ANIAC1137-11	Zacorus sp. ANIC2
ANIAC1136-11	Zacorus pura
IMLR519-08	Parocystola leucospora
LNAUW2763-17	Altiura maculata
NSWHO113-18	Syringoseca mimica
ANIAC209-11	Syringoseca rhodoxantha
IMLQ795-08	Heteroteucha dichroella
ANICB898-07	Heteroteucha sp. ANIC11
ANICB963-07	Heteroteucha dimochla
ANIAC521-11	Heteroteucha sp. ANIC12
LLISA002-06	Heteroteucha distephana
ANIAF106-11	Heteroteucha sp. ANIC10
ANIAC480-11	Heteroteucha sp. ANIC14
ANIAB1358-11	Heteroteucha rhoecosema
ASMIJ17473-24	Heteroteucha occidua
ANIAD478-11	Heteroteucha anthodora
NSWHO2634-18	Heteroteucha sp. ANIC1
ANIAC063-11	Prionocris sp. ANIC5
ANIAC117-11	Prionocris sp. ANIC2
ANIAC181-11	Prionocris sp. ANIC4
ANIAC164-11	Prionocris charodes
ANIAC166-11	Prionocris complanula
AMUB225-11	Prionocris sp. ANIC6
ANIAC162-11	Prionocris sp. ANIC3
ANIAC194-11	Prionocris sp. ANIC3
ANIAC151-11	Prionocris sp. ANIC1
ANIAC178-11	Prionocris phylacopis
IMLQ579-08	Pycnozancla epiprepes
ANICB762-07	Pycnozancla acribes
ANIAB1088-11	Pycnozancla sp. ANIC3
ANIAB1081-11	Pycnozancla sp. ANIC1
LPNGD641-06	Pycnozancla sp. AAE8365
ANIC748-06	Pycnozancla sp. ANIC2
ANIAB1086-11	Pycnozancla sp. ANIC2
ANIAC432-11	Pycnozancla sp. ANIC4
GBAAZ38213-24	Lucyna carcharodon
GBAAZ41225-24	Lucyna fenestella
EPNG2633-10	Delonoma pyrrhoplecta
EPNG6321-12	Delonoma pyrrhoplecta
EPNG816-10	Delonoma sp.
EPNG818-10	Delonoma sp.
YAWAN165-14	Delonoma sp. ACL4138
LOQTF245-10	Eochrois acutella
ANICB994-07	Eochrois acutella
ANIAB1112-11	Eochrois sp. ANIC1
ANIAB1743-11	Eochrois epidesma
ANIAB1113-11	Eochrois anthophora
ANIAB1209-11	Eochrois sp. ANIC25
ANIAB1212-11	Eochrois sp. ANIC27
ANIAB1142-11	Eochrois leiochroa
ANICB525-06	Eochrois platyphaea
ANIC057-06	Eochrois callianassa
ANIAB1189-11	Eochrois sp. ANIC14
ANIAB1164-11	Eochrois rubrilinea
ANIAB1156-11	Eochrois sp. ANIC9
ANIAB1228-11	Eochrois sp. ANIC36
ANIAB1224-11	Eochrois sp. ANIC33
ANIAB1197-11	Eochrois sarcoxantha
WALPC3482-15	Eochrois sp. ANIC16
ANIAB1139-11	Eochrois epitoxa
ANIAB1135-11	Eochrois dejunctella
ANIAB1226-11	Eochrois sp. ANIC34
ANIAB1215-11	Eochrois sp. ANIC28
ANIAB1162-11	Eochrois pulverulenta
PHAUS17453-26	Eochrois pulverulenta
ANIAB1146-11	Eochrois phoenopis
ANIAB1154-11	Eochrois sp. ANIC8
ANIAB1173-11	Eochrois sp. ANIC12
ANIAB1119-11	Eochrois argyraspis
WALPA2451-12	Eochrois sp. ANIC37
ANIAB1143-11	Eochrois sp. ANIC2
ANIAB1149-11	Eochrois sp. ANIC5
ANIAB1126-11	Eochrois chrysias
ANIAB1223-11	Eochrois sp. ANIC30
ANIAB1218-11	Eochrois sp. ANIC30
ANIAC023-11	Euchaetis iospila
ANIAB1964-11	Euchaetis sp. ANIC18
ANIAB1980-11	Euchaetis sp. ANIC30
ANIAB1949-11	Euchaetis rhodochila
ANIAB1941-11	Euchaetis rhodochila
ANIAC085-11	Euchaetis rhodochila
ANIAB1940-11	Euchaetis rhodochila
ANIAB1937-11	Euchaetis rhodochila
ANIAC080-11	Euchaetis sp. ANIC58
ANIAC012-11	Euchaetis parthenopa
ANIAC479-11	Euchaetis sp. ANIC29
ANIAC100-11	Euchaetis sp. ANIC72
ANIAC034-11	Euchaetis sp. ANIC44
ANIAC081-11	Euchaetis sp. ANIC61
IMLQ560-08	Euchaetis habrocosma
ANIAC072-11	Euchaetis sp. ANIC59
ANIAC057-11	Euchaetis sp. ANIC50
ANIAC028-11	Euchaetis sp. ANIC41
ANIAC033-11	Euchaetis sp. ANIC43
ANIAB1989-11	Euchaetis sp. ANIC23
LOQTG112-10	Euchaetis sp. ANIC24
ANIAB1984-11	Euchaetis metallota
ANIAB1995-11	Euchaetis metallota
ANIAB1971-11	Euchaetis sp. ANIC22
ANIAB1955-11	Euchaetis sp. ANIC13
ANIAB1932-11	Euchaetis sp. ANIC3
ANIAC099-11	Euchaetis rufogrisea
IMLR545-08	Euchaetis cryptorrhoda
ANIAC016-11	Euchaetis cryptorrhoda
AMUB215-11	Euchaetis inceptella
ANIAC103-11	Euchaetis inceptella
ANIAC050-11	Euchaetis inceptella
ANIAC047-11	Euchaetis sp. ANIC47
ANIAB1960-11	Euchaetis iozona
ANIAB1920-11	Euchaetis holoclera
ANIAB1944-11	Euchaetis sp. ANIC38
ANIAB1927-11	Euchaetis endoleuca
ANIAB1952-11	Euchaetis sp. ANIC12
ANIAB1997-11	Euchaetis sp. ANIC32
ANIAB1996-11	Euchaetis sp. ANIC32
ANIAB1999-11	Euchaetis sp. ANIC33
ANIAB1991-11	Euchaetis sp. ANIC27
ANIAC007-11	Euchaetis sp. ANIC34
ANIAC005-11	Euchaetis sp. ANIC34
ANIAC1232-11	Phyllophanes dyseureta
ANIAC1233-11	Phyllophanes dyseureta
ANIAB1775-11	Callimima lophoptera
ANIAB1776-11	Callimima lophoptera
ARISE2840-26	Pleurota bicostella
IBILP996-19	Pleurota bicostella
IBILP2749-20	Pleurota bicostella
LEFIJ3008-15	Pleurota indecorella
GWOUM1064-23	Pleurota sparella
GMLED24703-25	Pleurota sparella
LEASV728-19	Pleurota pungitiella
LEFIJ9570-19	Pleurota sp. 10
ILECA314-24	Pleurota contignatella
LEFIJ3038-15	Pleurota moroccoensis
LEFIJ5279-16	Pleurota sp. TAB5
LEFIJ4098-16	Pleurota sp. TAB3
LEFIJ5672-17	Pleurota aragonella
LEFIJ2961-15	Pleurota lepigrei
LEFIJ2963-15	Pleurota lepigrei
GWOUK848-22	Pleurota punctella
LEFIJ3039-15	Pleurota phaeolepida
MNAQ1569-18	Pleurota illucidella
LEFIJ4033-16	Pleurota sp. TAB17
LEFIJ3033-15	Pleurota lacteella
LEFIJ4119-16	Pleurota sp. TAB9
LEAST580-17	Pleurota sp. TAB20
LEFIJ6918-18	Pleurota agadirensis
LEFIJ3010-15	Pleurota cumaniella
PAPLE085-19	Pleurota grancanariella
BGSNL1836-24	Pleurota brevispinella
LEFIJ3040-15	Pleurota aprilella
LEFIJ5335-16	Pleurota aorsella
IBILP1374-19	Pleurota ericella
LEFIJ4037-16	Pleurota rezniki
LEFIJ2948-15	Pleurota subnobilella
LEFIJ3998-16	Pleurota sobriella
LEFIJ6917-18	Pleurota castagniccia
LEFIJ5663-17	Pleurota staintoniella
LEFIJ2969-15	Pleurota sp. 9
LEFIJ9566-19	Pleurota sp. 9
DEPAL751-22	Pleurota andalusica
LEFIJ2977-15	Pleurota pleurotella
LEFIJ4079-16	Pleurota sp. TAB2
DEPAL755-22	Pleurota aristella
LEATA557-13	Pleurota aristella
LON6837-18	Pleurota aristella
LEASV280-19	Pleurota filigerella
LEFIJ4099-16	Pleurota tricolor
LEFIJ4131-16	Pleurota sp. TAB8
LEFIJ4138-16	Pleurota sp. TAB11
LEFIJ4103-16	Pleurota sp. TAB6
LEFIJ4141-16	Pleurota tristictella
DEPAL600-22	Pleurota planella
BSNHM4435-25	Pleurota planella
LEFIJ22688-21	Pleurota honorella
LEFIJ4133-16	Pleurota honorella
DEPAL757-22	Pleurota honorella
LEFIJ22689-21	Pleurota honorella
BSNHM4432-25	Pleurota honorella
PHLAJ036-13	Pleurota bitrabicella
LEASS235-16	Pleurota bitrabicella
LEFIJ4107-16	Pleurota sp. TAB7
ILECA1121-24	Pleurota sp. TAB7
PHLSA335-11	Pleurota sp.
LEFIJ3115-15	Pleurota sp.
MNAQ1565-18	Pleurota algeriella
PAPLE028-19	Pleurota algeriella
ILECA2076-25	Pleurota falkovitshi
LEFIJ4027-16	Pleurota kostjuki
LEFIJ9605-19	Pleurota paragallicella
LEFIJ2994-15	Pleurota sp. TAB1
LEFIJ4128-16	Pleurota sp. TAB1
ILECA2118-25	Pleurota amaniella
LEFIJ4031-16	Pleurota sp. TAB16
IBLAO2442-22	Pleurota nobilella
LEFIJ16496-21	Pleurota nobilella
ILECA2075-25	Pleurota malagaensis
IBILP1867-20	Pleurota gallicella
LEFIJ5678-17	Pleurota sp. 8
LEFIJ5659-17	Pleurota pellicolor
LEFIJ5676-17	Pleurota goundafella
LEFIJ22530-21	Pleurota metricella
LEFIJ22581-21	Pleurota metricella
LEFIJ3047-15	Pleurota syriaca
LEFIJ4145-16	Pleurota TAB63
BSNTN012-23	Pleurota creticella
BSNTN010-23	Pleurota creticella
LEASY274-22	Pleurota proteella
LON6847-18	Pleurota malatya
LEFIJ3001-15	Pleurota magna
GMLBA11079-23	Pleurota magna
LEFIJ22537-21	Pleurota TAB52
LEFIJ2979-15	Pleurota monochroma
LEFIJ4091-16	Pleurota karsholti
NOELE780-20	Pleurota marginella
LEFIJ4140-16	Pleurota tuvella
LEFIJ5709-17	Pleurota obtusella
LEFIJ4088-16	Pleurota murina
LEFIJ3018-15	Pleurota variocolor
MNAE031-07	Pleurota albastrigulella
CNCLA455-13	Pleurota albastrigulella
FRUT736-14	Pleurota albastrigulella
CASBI6303-26	Pleurota albastrigulella
MNAA1078-17	Pleurota albastrigulella
MNAA1075-17	Pleurota albastrigulella
PAPLE079-19	Pleurota balearica
LEFIJ2951-15	Pleurota sp. TAB12
LEFIJ2995-15	Pleurota sp. TAB12
LEASY441-22	Pleurota elegans
LEFIJ22546-21	Pleurota tristatella
LEAST496-17	Pleurota pyropella
BSNTN013-23	Pleurota candia
ILECA1883-25	Pleurota glitzella
BSNTN008-23	Pleurota contristatella
LEFIJ5704-17	Pleurota semicanella
LEFIJ4014-16	Pleurota dalilae
LEFIJ4122-16	Pleurota ternaria
LEFIJ5679-17	Pleurota azrouensis
LEFIJ5683-17	Pleurota pyrenaella
LEFIJ5695-17	Pleurota kullbergi
LEFIJ9582-19	Pleurota amaurodoxa
LEFIJ4166-16	Pleurota hebetella
LEFIJ4171-16	Pleurota rondaensis
LEFIJ2987-15	Pleurota acutella
LEFIJ5347-16	Pleurota protasella
LEFIJ4097-16	Pleurota atlasensis
LEFIJ5668-17	Pleurota ochreopalpella
MNAQ1559-18	Pleurota macrosella
ANIAF1621-11	Aglaodes sp. ANIC4
ANIAF1612-11	Aglaodes sp. ANIC1
ANIAF1617-11	Aglaodes chionoma
FBLMW133-10	Aplota palpella
LEATE643-13	Aplota nigricans
GBAAZ7365-24	Teresita fusca
NSWHM1907-11	Acedesta picicolor
BCLEP4472-23	Kasyniana diminutella
MNAD916-11	Kasyniana diminutella
LEAST832-17	Kasyniana diminutella
BBIOP2714-24	Kasyniana griseosericeella
BBIOP2716-24	Kasyniana indistinctella
IMLR492-08	Compsotropha strophiella
ANIAC1220-11	Compsotropha strophiella
NSWHA408-23	Compsotropha strophiella
ANIAC788-11	Compsotropha strophiella
NSWHA299-23	Compsotropha strophiella
ANIAC1229-11	Compsotropha sp. ANIC1
ANIAC1231-11	Compsotropha sp. ANIC1
ANIAC1217-11	Compsotropha selenias
ANIAC1228-11	Compsotropha charidotis
ANIAB1702-11	Epicurica laetiferanus
ANIAB1714-11	Epicurica sp. ANIC4
ANIAB1710-11	Epicurica sp. ANIC2
ANIAB1706-11	Epicurica sp. ANIC1
ANICB767-07	Elaphromorpha axierasta
FGMLC157-13	Eratophyes amasiella
LOQTF009-10	Zonopetala divisella
IMLS382-12	Zonopetala divisella
LNSWA221-05	Zonopetala synarthra
ANIAB1481-11	Zonopetala synarthra
ANIAB1472-11	Zonopetala sp. ANIC2
LCANA119-06	Zonopetala decisana
IMLS554-12	Zonopetala decisana
LOQTD149-08	Zonopetala decisana
ANIAB1489-11	Zonopetala viscata
ANIAB1468-11	Zonopetala quadripustulella
ANIAB1474-11	Zonopetala sp. ANIC3
ANIAB1459-11	Zonopetala alypa
ANIAB1460-11	Zonopetala melanoma
ANICB770-07	Zonopetala glauconephela
ANIAB1476-11	Zonopetala sp. ANIC4
ANIAB1479-11	Zonopetala sp. ANIC6
AMUB307-11	Zonopetala clerota
ANIAB1464-11	Zonopetala propria
ANIAB1495-11	Zonopetala correcta
ANICH075-10	Zonopetala sp. ANIC1
ANIAB1466-11	Zonopetala sp. ANIC1
ANIAC1237-11	Stereoloba diphracta
ANIAC1244-11	Stereoloba promiscua
ANIAC1238-11	Stereoloba sp. ANIC1
AUSMI023-20	Palparia eonephella
GBAAZ22400-24	Nagehana chagualphaga
ANIAB973-11	Leucorhabda sp. ANIC1
ANIAB972-11	Leucorhabda sp. ANIC1
ANIAB970-11	Leucorhabda rhododactyla
ANIAB966-11	Leucorhabda macrosticha
ANIAB967-11	Leucorhabda macrosticha
ANICB752-07	Enoplidia stenomorpha
ANIAC846-11	Enoplidia sp. ANIC2
ANIAC139-11	Enoplidia simplex
ANIAC425-11	Enoplidia sp. ANIC1
NSWHA1057-23	Maroga melanostigma
LNSWG035-06	Maroga melanostigma
ANIAA1604-11	Maroga melanostigma PS3
ANIC189-06	Maroga sericodes
ANIAB790-11	Maroga setiotricha
ANICV1102-11	Maroga setiotricha
ANIAA1635-11	Maroga setiotricha
ANICV1103-11	Maroga setiotricha
ANIAA1633-11	Maroga setiotricha
ANICV1098-11	Maroga paragypsa
ANICV1085-11	Maroga leptopasta
ANICV1087-11	Maroga leptopasta
ANICV1094-11	Maroga sp. ANIC1
ANIAB746-11	Echiomima mythica
ANICU577-11	Echiomima fabulosa
ANIAA367-11	Echiomima viperina
ANIAA366-11	Echiomima viperina
ANICU586-11	Echiomima sp. ANIC1
ANICU593-11	Echiomima sp. ANIC2
WALPA3818-13	Echiomima sp. ANIC2
ANICU589-11	Echiomima sp. ANIC2
METAT018-18	Deloryctis corticivora
ANICB640-06	Xyloryctine sp. ANIC10
ANICV1977-11	Sphalerostola epierana
ANIAG433-11	Capnolocha praenivalis
DBHKM014-12	Neospastis sinensis
GWORY693-10	Paralecta tinctoria
ANICV136-11	Paralecta sp. ANIC1
ANICU642-11	Gonioma hypoxantha
ANIAA414-11	Gonioma hypoxantha
ANICU1129-11	Gonioma sp. ANIC2
ANICU1125-11	Gonioma sp. ANIC1
ANICU1124-11	Gonioma sp. ANIC1
LNAUW1676-17	Synchalara argoplaca
ANICP329-10	Leptobelistis isthmodes
ANICP327-10	Leptobelistis isthmodes
ANIAB824-11	Leptobelistis isthmodes
ANIAB415-11	Leptobelistis isthmodes
ANIAB004-11	Leptobelistis isthmodes
ANICP324-10	Leptobelistis asemanta
ANICB420-06	Leptobelistis sp. ANIC1
ANIAA1651-11	Scieropepla reversella
ANIAB047-11	Scieropepla sp. ANIC6
ANIAB051-11	Scieropepla sp. ANIC8
ANICU167-11	Scieropepla sp. ANIC14
ANIAB356-11	Scieropepla sp. ANIC25
ANIAB610-11	Scieropepla acrates
ANICP333-10	Scieropepla typhicola
ANIAA1643-11	Scieropepla typhicola
GBGL16159-14	Scieropepla typhicola
ANIAB448-11	Scieropepla sp. ANIC136
ANIAB450-11	Scieropepla polyxesta
ANIAB579-11	Scieropepla polyxesta
ANICV103-11	Scieropepla polyxesta
ANIAA1951-11	Scieropepla polyxesta
ANIAA1683-11	Scieropepla serina
ANIAB067-11	Scieropepla sp. ANIC46
ANIAA1915-11	Scieropepla sp. ANIC4
ANICX734-11	Scieropepla sp. ANIC1
ANIAB589-11	Scieropepla sp. ANIC1
ANIAA1909-11	Scieropepla sp. ANIC1
ANIAA1935-11	Scieropepla photinodes
ANIAA1664-11	Scieropepla orthosema
ANIAB615-11	Scieropepla sp. ANIC140
ANIAA1658-11	Scieropepla monoides
ANIAA1956-11	Scieropepla sp. ANIC13
ANICP345-10	Scieropepla rimata
ANIAB611-11	Scieropepla sp. ANIC139
AMRNB3222-25	Scieropepla trinervis
ANICU381-11	Scieropepla trinervis
ANICU166-11	Scieropepla sp. ANIC7
ANIAA1510-11	Cryptophasa rubescens
ANIAB669-11	Cryptophasa rubescens
ANICV1377-11	Cryptophasa rubescens
ANIC205-06	Cryptophasa porphyritis
ANIAA1404-11	Cryptophasa gypsomera
AMUB474-11	Cryptophasa albacosta PS2
ANICV1397-11	Cryptophasa sp. ANIC43
ANIAB737-11	Cryptophasa sp. ANIC43
ANICV1306-11	Cryptophasa sp. ANIC26
ANIAA1392-11	Cryptophasa albacosta
ANIAA1398-11	Cryptophasa albacosta
ANICV1215-11	Cryptophasa sp. ANIC3
ANIAA1210-11	Cryptophasa tetrazona
ANIAB742-11	Cryptophasa tetrazona
ANICV1718-11	Cryptophasa tetrazona
ANIAA1312-11	Cryptophasa sp. ANIC77
ANIAA1251-11	Cryptophasa xylomima
ANICV1422-11	Cryptophasa xylomima
ANIAA1249-11	Cryptophasa phaeochtha
ANIAA1239-11	Cryptophasa sceliphrodes
BMTYX066-11	Cryptophasa sceliphrodes
EPNG5048-12	Cryptophasa sceliphrodes
ANICV1309-11	Cryptophasa sp. ANIC20
ANICV1393-11	Cryptophasa sp. ANIC42
ANICV1395-11	Cryptophasa sp. ANIC42
AMUB370-11	Cryptophasa irrorata PS1
AMUB071-11	Cryptophasa irrorata PS1
ANIAA1426-11	Cryptophasa sp. ANIC11
ANICV1463-11	Cryptophasa hyalinopa
ANICV1469-11	Cryptophasa sp. ANIC56
ANICV1589-11	Cryptophasa spilonota
ANICV1430-11	Cryptophasa catharia
ANICV1436-11	Cryptophasa aglaodes
ANIAA1261-11	Cryptophasa aglaodes
WALPC432-14	Cryptophasa aglaodes
ANIAG365-11	Cryptophasa sp. ANICP4
ANIAA1242-11	Cryptophasa sp. ANIC24
WALPA975-12	Cryptophasa sp. ANIC23
ANICV1394-11	Cryptophasa russata
LOQTE643-10	Cryptophasa russata
ANIAA1520-11	Cryptophasa russata
IMLS698-18	Cryptophasa russata
ANIAA1524-11	Cryptophasa russata
ANIAA1518-11	Cryptophasa russata
ANIAA1473-11	Cryptophasa sp. ANIC34
ANIAB739-11	Cryptophasa sp. ANIC34
LOQTE568-10	Cryptophasa panleuca
ANICV1583-11	Cryptophasa panleuca
ANIAA1335-11	Cryptophasa byssinopis
ANICV1299-11	Cryptophasa sp. ANIC19
ANIAA1438-11	Cryptophasa sp. ANIC19
ANIAA1437-11	Cryptophasa sp. ANIC19
EPNG5059-12	Cryptophasa curialis
ANIAG405-11	Cryptophasa curialis
ANIAG354-11	Cryptophasa curialis
EPNG5060-12	Cryptophasa curialis
ANIAG410-11	Cryptophasa sp. ANICP20
ANIAG391-11	Cryptophasa sp. ANICP10
ANICV1328-11	Cryptophasa sp. ANIC27
ANIAG436-11	Cryptophasa sp. ANIC27
ANIAA045-11	Cryptophasa sp. ANIC101
ANIAG404-11	Cryptophasa sp. ANICP17
ANICV1318-11	Cryptophasa citrinopa
ANICV1320-11	Cryptophasa citrinopa
ANIAA1351-11	Cryptophasa flavolineata
ANIAA1350-11	Cryptophasa flavolineata
ANIAB701-11	Cryptophasa flavolineata
LOQTD067-08	Cryptophasa platypedimela
IMLS723-18	Cryptophasa platypedimela
ANICV1280-11	Cryptophasa sp. ANIC12
ANIAG514-11	Cryptophasa sp. IM1
ANICV1193-11	Cryptophasa isoneura
EPNG5066-12	Cryptophasa eumorpha
LOLI326-08	Cryptophasa lasiocosma
ANICV1689-11	Cryptophasa lasiocosma
ANICV1687-11	Cryptophasa lasiocosma
ANIC358-06	Cryptophasa lasiocosma
ANIAB784-11	Cryptophasa lasiocosma
ANICV1703-11	Cryptophasa lasiocosma
ANIAA1349-11	Cryptophasa lasiocosma
ANIAA1340-11	Cryptophasa lasiocosma
ANICV1543-11	Cryptophasa sp. ANIC73
ANICV1456-11	Cryptophasa zorodes
ANICV1353-11	Cryptophasa sp. ANIC35
ANIAA1423-11	Cryptophasa molaris
ANIAA1414-11	Cryptophasa sp. ANIC6
ANICV1548-11	Cryptophasa sp. ANIC75
ANICV1201-11	Cryptophasa nephrosema
ANIAA1371-11	Cryptophasa nephrosema
ANIAA1374-11	Cryptophasa nephrosema
ANIAA1372-11	Cryptophasa nephrosema
ANIAA1454-11	Cryptophasa sp. ANIC21
ANICV1311-11	Cryptophasa sp. ANIC21
ANIAA1449-11	Cryptophasa sp. ANIC21
LOQT426-06	Cryptophasa irrorata
ANIAB374-11	Cryptophasa irrorata
ANIAA1411-11	Cryptophasa irrorata
ANICV1255-11	Cryptophasa irrorata
ANIAA1406-11	Cryptophasa irrorata
ANIAA1541-11	Cryptophasa opalina
ANICV1196-11	Cryptophasa opalina
ANIAA1543-11	Cryptophasa opalina
ANIAG393-11	Cryptophasa sp. ANIC22
ANIAG394-11	Cryptophasa sp. ANICP12
ANIAB675-11	Cryptophasa pultenae
ANICV1484-11	Cryptophasa sp. ANIC59
ANIAA1293-11	Cryptophasa balteata
ANICV1481-11	Cryptophasa sp. ANIC58
ANICV1479-11	Cryptophasa sp. ANIC58
ANIAA1265-11	Cryptophasa ochroleuca
ANICV1205-11	Cryptophasa alphitodes
ANICV1204-11	Cryptophasa alphitodes
ANICV1203-11	Cryptophasa alphitodes
ANIAA1385-11	Cryptophasa alphitodes
ANIAA1384-11	Cryptophasa alphitodes
ANIAA1364-11	Cryptophasa sp. ANIC92
ANIAA1365-11	Cryptophasa sp. ANIC92
ANIAB369-11	Cryptophasa rubra
ANIAA1367-11	Cryptophasa epixysta
ANICV1460-11	Cryptophasa delocentra
ANICV1498-11	Cryptophasa delocentra
ANIAA1300-11	Cryptophasa sp. ANIC80
ANIAA1318-11	Cryptophasa sp. ANIC80
ANIAA1324-11	Cryptophasa sp. ANIC80
ANIAA1325-11	Cryptophasa sp. ANIC80
ANICV1542-11	Cryptophasa sp. ANIC80
ANICV1267-11	Cryptophasa leucadelpha
ANICV1266-11	Cryptophasa leucadelpha
ANICV1268-11	Cryptophasa leucadelpha
ANICV1582-11	Cryptophasa sp. ANIC85
ANICV1567-11	Cryptophasa sp. ANIC81
IMLS337-12	Cryptophasa nigricincta
ANICV1505-11	Cryptophasa sp. ANIC63
ANICV1504-11	Cryptophasa sp. ANIC63
ANICV1510-11	Cryptophasa sp. ANIC74
ANICV1493-11	Cryptophasa sp. ANIC74
ANICV1492-11	Cryptophasa sp. ANIC74
ANIAA1275-11	Cryptophasa sp. ANIC51
ANICV1458-11	Cryptophasa sp. ANIC53
ANIAB676-11	Cryptophasa sp. ANIC83
ANIAA1390-11	Cryptophasa sp. ANIC4
ANIAA1389-11	Cryptophasa sp. ANIC1
ANICV1362-11	Cryptophasa sp. ANIC38
LOQTE452-09	Cryptophasa themerodes
ANICV1276-11	Cryptophasa themerodes
ANICV1277-11	Cryptophasa themerodes
AMUB027-11	Cryptophasa epadelpha PS2
ANICV1286-11	Cryptophasa sp. ANIC15
ANICV1297-11	Cryptophasa sp. ANIC18
ANIAB246-11	Cryptophasa epadelpha
IMLQ394-08	Cryptophasa epadelpha
ANICV1258-11	Cryptophasa sp. ANIC8
ANIAA1421-11	Cryptophasa sp. ANIC9
ANIAA1464-11	Cryptophasa sp. ANIC30
ANICV1987-11	Cryptophasa sp. ANIC100
ANICV1354-11	Cryptophasa sp. ANIC36
ANIAA1450-11	Cryptophasa sp. ANIC99
LOQTE902-10	Cryptophasa phycidoides
ANIAA1434-11	Cryptophasa phycidoides
ANIAA1429-11	Cryptophasa phycidoides
ANIAA1431-11	Cryptophasa phycidoides
ANIAA1435-11	Cryptophasa phycidoides
ANIAA1432-11	Cryptophasa phycidoides
ANIAA1360-11	Cryptophasa sp. ANIC87
ANIAA1362-11	Cryptophasa sp. ANIC87
ANIAA1507-11	Cryptophasa stenoleuca
ANIAB725-11	Cryptophasa stenoleuca
ANIAA1506-11	Cryptophasa stenoleuca
ANIAA1498-11	Cryptophasa stenoleuca
ANICV1369-11	Cryptophasa stenoleuca
ANIAA1499-11	Cryptophasa stenoleuca
ANIAA1500-11	Cryptophasa stenoleuca
ANICV1390-11	Cryptophasa sp. ANIC41
ANIAB776-11	Cryptophasa sp. ANIC41
ANICV1408-11	Cryptophasa sp. ANIC45
ANIAG390-11	Cryptophasa sp. ANICP8
PMANL3256-14	Cryptophasa sp.
ANICV1325-11	Cryptophasa sp. ANIC25
ANICV1411-11	Cryptophasa sp. ANIC44
ANIAB252-11	Cryptophasa sp. ANIC44
ANIAA1243-11	Cryptophasa sp. ANIC48
ANIAA1244-11	Cryptophasa sp. ANIC48
ANIAA1480-11	Cryptophasa atecmarta
ANICV1345-11	Cryptophasa atecmarta
GBMIN88380-17	Cryptophasa atecmarta
ANIAA1466-11	Cryptophasa sp. ANIC32
ANICU1306-11	Cryptophasa sp. ANIC32
ANIAA1460-11	Cryptophasa sp. ANIC29
