node	species
CNCLB1438-14	Stylopoda groteana
CNCLB547-14	Stylopoda cephalica
ALLEP210-13	Pyrrhia exprimens
BGSNL3088-25	Pyrrhia purpura
ABOLA526-14	Pyrrhia umbra
CNCLB2886-14	Pyrrhia cilisca
CNCLB5406-21	Pyrrhia aurantiago
CNCLB4293-18	Pyrrhia aurantiago
CNCLB4315-18	Pyrrhia aurantiago
BIBSA1686-16	Asteroscopus sphinx
ABOLB423-15	Asteroscopus sphinx
NMNHL290-10	Asteroscopus syriaca
ANIAG035-11	Maliattha signifera
ANICI830-10	Maliattha signifera
ANIAF386-11	Maliattha amorpha PS1
BARSB408-16	Maliattha synochitis
ELPCG2994-17	Maliattha concinnimacula
GBGL28123-19	Maliattha concinnimacula
BBLSX539-09	Maliattha concinnimacula
INSSD4124-21	Maliattha subrosacea
GWOSD238-10	Maliattha blandula
GWOSG539-10	Maliattha blandula
ANIAG028-11	Maliattha amorpha
ANIAG037-11	Maliattha amorpha
BETAM663-17	Maliattha mabillei
ANIC870-06	Maliattha ferrugina
ANIAG033-11	Maliattha ferrugina
LEPMY660-13	Maliattha marginalis
ANICI832-10	Maliattha ritsemae
BHULP816-22	Maliattha tegulata
EPNG7466-12	Maliattha comes
DQGM625-10	Maliattha vialis
DQGM888-10	Maliattha vialis
GWORU180-10	Maliattha vialis
LTOLB1017-11	Maliattha vialis
KSLEP476-15	Lithacodia musta
LGSM483-04	Lithacodia musta
PSAT129-10	Lithacodia new sp. 2
PMANL105-08	Lithacodia sp.
EPNG3625-11	Lithacodia mesomela
LOCRA888-08	Lithacodia Sullivan2229
BLPDU1214-11	Lithacodia editha
GWOSO808-11	Lithacodia africana1
RDNMJ827-11	Lithacodia new sp. 4
RDNMF964-08	Lithacodia musta group
BLPAA1031-17	Lithacodia jura
HKONS484-08	Lithacodia new sp. 1
LNCB603-09	Lithacodia new sp. 3
RDNMH582-09	Lithacodia phya
GWOTH494-12	Lithacodia caffristis
LNAUT3670-15	Deltote bellicula
GWOSO837-11	Deltote namibia1
ARISE2587-26	Deltote pygarga
GWOSO838-11	Deltote namibia2
GWOSO935-11	Deltote incognita
GWOSO937-11	Deltote incognita
GWOSO941-11	Deltote incognita
GWOSO945-11	Deltote incognita
GWOSO948-11	Deltote incognita
GWOSO949-11	Deltote incognita
GWOSO934-11	Deltote incognita
GWOSO936-11	Deltote incognita
ABOLB099-15	Deltote uncula
GWOTD048-12	Deltote incognitaHH48
GWORC2542-13	Deltote caffristis
GWOTD039-12	Deltote incognitaHH39
GWOTD020-12	Deltote incognitaHH20
GWOTD014-12	Deltote incognitaHH14
GWOTD017-12	Deltote incognitaHH17
GWOTD057-12	Deltote incognitaHH57
GWORH223-09	Deltote mertaGB01
GWOTD011-12	Deltote incognitaHH11
GWOTD009-12	Deltote incognitaHH09
GWOTD068-12	Deltote incognitaHH68
GWOTD079-12	Deltote incognitaHH79
GWOTD086-12	Deltote incognitaHH86
GWOTD088-12	Deltote incognitaHH88
GWOTD059-12	Deltote incognitaHH59
GWOTD035-12	Deltote incognitaHH35
GWOTD021-12	Deltote incognitaHH21
GWOTD036-12	Deltote incognitaHH36
GWOTD082-12	Deltote incognitaHH82
GWOTD040-12	Deltote incognitaHH40
GWOTD080-12	Deltote incognitaHH80
ILECA715-24	Deltote delicatula
GWOTD083-12	Deltote incognitaHH83
GWOTD038-12	Deltote incognitaHH38
GWOTD029-12	Deltote incognitaHH29
GWOTD032-12	Deltote incognitaHH32
GWOTD072-12	Deltote incognitaHH72
BLPCF426-08	Deltote paloma
GWOTD049-12	Deltote incognitaHH49
GWOSZ933-11	Deltote varicolora
GWOTD076-12	Deltote incognitaHH76
GWOTD074-12	Deltote incognitaHH74
GWOTD005-12	Deltote incognitaHH05
GWOTD013-12	Deltote incognitaHH13
GWOTD043-12	Deltote incognitaHH43
GWOTD042-12	Deltote incognitaHH42
GWOTD010-12	Deltote incognitaHH10
GWOTD064-12	Deltote incognitaHH64
GWOTD054-12	Deltote incognitaHH54
GWOTD053-12	Deltote incognitaHH53
GWOTD070-12	Deltote incognitaHH70
GWOTD031-12	Deltote incognitaHH31
ABOLD465-16	Deltote bankiana
GWOSO854-11	Deltote albifissa2
GWOTD091-12	Deltote incognitaHH91
GWOTD041-12	Deltote incognitaHH41
GWOTD092-12	Deltote incognitaHH92
GWOTD037-12	Deltote incognitaHH37
GWOTD025-12	Deltote incognitaHH25
GWOSO844-11	Deltote albifissa
GWOSO845-11	Deltote albifissa
GWOSO848-11	Deltote albifissa
GWOSO850-11	Deltote albifissa
GWOSO852-11	Deltote albifissa
GWOSO839-11	Deltote albifissa
GWOSU619-11	Deltote GB02Za
ABOLB802-15	Deltote deceptoria
GWORM663-09	Deltote deceptoria
AWCLB490-11	Metaponpneumata rogenhoferi
ANICK618-10	Mudaria sp. A
LEFIJ5473-16	Mudaria cornifrons
LEPMY339-13	Mudaria minor
LEFIJ6690-17	Mudaria major
LEFIJ6691-17	Mudaria MJP001
GWOSM270-11	Mudaria luteileprosa
LEPMY1297-15	Mudaria luteileprosa
LEFIJ5474-16	Mudaria rudolphi
HKONB171-08	Copibryophila sp.
BBLOD695-11	Copibryophila angelica
PMANL2756-13	Matopo actinophora
LSAFA634-13	Matopo scutulata
ANICK685-10	Paromphale caeca
GWOUM233-23	Odonestra subgothica
GWOSN391-11	Viridistria thoracica
GWOSN392-11	Viridistria striatovirens
BBLOC1219-11	Setagrotis pallidicollis
RDMAB603-06	Setagrotis radiola
BBLOC145-11	Setagrotis vocalis
GWOSI676-10	Bryonycta opulenta
IBLAO156-11	Bryonycta pineti
LNAUV2160-17	Corythurus nocturnus
BLPAA19436-20	Drobeta cormaDHJ02
BLPCA345-08	Drobeta Poole01
BLPDM018-10	Drobeta tiresias
BLPAA13715-18	Drobeta Poole02
BLPBH671-07	Drobeta guanacasteDHJ01
MHMYQ1826-12	Drobeta guanacasteDHJ03
BLPBC403-07	Drobeta ithaca
ELMTK491-15	Drobeta mososcota
BLPCB446-08	Drobeta Poole05
BLPAA1413-17	Drobeta grandis
LOCRI411-11	Drobeta Poole5944
ASARD1241-11	Drobeta Poole08
BCIOM633-25	Drobeta Poole16
BLPBC412-07	Drobeta Poole10
BLPCA816-08	Drobeta Poole04
BLPAD048-06	Drobeta crepuscula
BLPCH569-08	Drobeta crepuscula
BLPCK808-08	Drobeta crepuscula
GWORH247-09	Drobeta fuscosa
BLPBA197-07	Drobeta melagonia
BCIOM580-25	Drobeta melagonia
BLPAA7922-17	Drobeta circumcincta
LNCB879-09	Drobeta onerosa
INCTA241-10	Drobeta onerosa
GWOUD300-20	Drobeta onerosa
ELMTK429-15	Drobeta sp. JB682
BLPDL508-10	Drobeta Janzen216
ELMTK308-15	Drobeta thacia
BLPDB420-09	Drobeta atys
BLPCI084-08	Drobeta BioLep137
BLPAA22974-20	Drobeta Poole06
BLPDP866-10	Drobeta Poole03
BLPAA22551-20	Drobeta poliosema
BLPDM1041-10	Drobeta poliosema
BLPCG808-08	Drobeta Poole14
CRSIA31597-22	Drobeta malaise0043
MHMYH867-10	Drobeta Janzen500
BLPCA328-08	Drobeta temperata
ELMTK285-15	Drobeta sp. JB1091
BLPAB266-06	Drobeta Poole11
ELMTK615-15	Drobeta orestes
ELMTK474-15	Drobeta sp. JB1092
ELMTK337-15	Drobeta albicoda
LNOUC944-10	Drobeta pulchra
BLPAB307-06	Drobeta Poole17
AEDJP003-25	Aedia limitaris
ANICK605-10	Aedia olivescens
ANIC591-06	Aedia sp. ANIC5
GWORV263-10	Aedia sericea
ABOLD160-16	Aedia leucomelas
AMWW075-11	Aedia leucomelas
LEPMY489-13	Aedia leucomelas
BHULP035-22	Aedia leucomelas
GWOUI497-21	Aedia mesonephele
GWOUI503-21	Aedia kampfi
GWOUI495-21	Aedia konsonata
GWOUI494-21	Aedia konsonata
GWOUI482-21	Aedia triphaenoides
GWOUI504-21	Aedia eurymelas
ANICK609-10	Aedia sp. ANIC4
LNAUV2077-17	Aedia intrahens
LNAUV2078-17	Aedia hirtissima
ANIAG741-11	Aedia sp. ANIC2
GWOUI487-21	Aedia nigropictaHH01
GWOUI506-21	Aedia illegitima
CWLMA122-14	Aedia trispilosa
GWOUI478-21	Aedia marmoreata
GWOUI481-21	Aedia squamosa
GWOUI480-21	Aedia squamosa
GWOUI479-21	Aedia squamosa
ANICK595-10	Aedia arctipennis
QUNOB640-10	Aedia sp. 1
AEDJP012-25	Aedia kumamotonis
ABOLB546-15	Aedia funesta
GWOUI502-21	Aedia pallididisca
GWOUI500-21	Aedia pallididisca
ANICK600-10	Aedia sp. ANIC3
GWOUI485-21	Aedia nigropicta
BBLEC839-09	Acronicta dactylina
BBLOC1374-11	Acronicta lepusculina
NAMUM410-09	Acronicta cyanescens
MAMOT2151-12	Acronicta PK02
ABOLA004-14	Acronicta psi
GWORR882-10	Acronicta psi
ABOLA003-14	Acronicta cuspis
ILECA1624-25	Acronicta solimana
GBAAY88660-24	Acronicta intermedia
ABOLA002-14	Acronicta alni
BBLOD881-11	Acronicta insularis
CNCLB2586-14	Acronicta hastulifera
BBLCU016-09	Acronicta retardata
BBLEC575-09	Acronicta retardata
PSAT158-10	Acronicta retardata
BBLEC409-09	Acronicta americana
LILLB004-11	Acronicta longa
GMLC931-12	Acronicta othello
NAMUM421-09	Acronicta dolli
RDNMK826-12	Acronicta perblanda
BBLPE033-09	Acronicta oblinita
CHLEP068-09	Acronicta lupini
ABOLA010-14	Acronicta euphorbiae
LEEUA286-11	Acronicta euphorbiae
CGUKD209-09	Acronicta tridens
LEPKB125-10	Acronicta pruinosa
DBHKM071-12	Acronicta pruinosa
LPMLY213-14	Acronicta pruinosa
BHULP023-22	Acronicta denticulata
CNCLB3174-15	Acronicta barnesii
KPOEC142-08	Acronicta sperata
BLTIB174-08	Acronicta morula
BBLOC205-11	Acronicta strigulata
GBGL24413-19	Acronicta isocuspis
CMAZA940-12	Acronicta thoracica
LNAUS2783-13	Acronicta falcula
ALLEP040-13	Acronicta impleta
BBLEC398-09	Acronicta vulpina
ABOLA006-14	Acronicta leporina
LNCC1244-11	Acronicta rubricoma
GWOSM949-11	Acronicta transvalica
GWOTH695-12	Acronicta transvalica
GWOTW429-18	Acronicta transvalica
BGSNL2810-25	Acronicta orientalis
ABNCC461-07	Acronicta sinescripta
BBLOB1697-11	Acronicta tritona
RDNMK808-12	Acronicta heitzmani
ABOLA008-14	Acronicta strigosa
ABOLA005-14	Acronicta aceris
ANIC611-06	Acronicta psorallina
CATS474-10	Acronicta dinawa
ANIAG474-11	Acronicta dinawa
LPALE2364-23	Acronicta grumi
LPALE2316-23	Acronicta centralis
BBLCU207-09	Acronicta tristis
BBLCU185-09	Acronicta haesitata
LOTB483-05	Acronicta sp. 1
BBLCU028-09	Acronicta n sp.
CNCLB3844-16	Acronicta brumosa
CMAZA566-10	Acronicta nr. brumosa
QUNO839-08	Acronicta sp.
RDNMI012-10	Acronicta sp.
RDNMK121-11	Acronicta sp.
RDNMK690-11	Acronicta sp.
RDNMK818-12	Acronicta sp.
CASBI7219-26	Acronicta sp.
LOCRB436-08	Acronicta velia
LNC941-06	Acronicta clarescens
ABLCX136-10	Acronicta beameri
CMAZA327-10	Acronicta atristrigatus
IAWLB613-11	Acronicta edolata
CNCLB1428-14	Acronicta noctivaga
ARISE2471-26	Acronicta menyanthidis
RDNML281-13	Acronicta theodora
MAMOT2361-12	Acronicta PK01
GWOTK813-13	Acronicta metaxantha
CNCLA553-13	Acronicta lanceolaria
GBAAM17626-25	Acronicta major
GBAAM17559-25	Acronicta major
BHULP025-22	Acronicta major
DQGM332-08	Acronicta hercules
DQGM1093-10	Acronicta hercules
ABOLA007-14	Acronicta megacephala
GWOSA226-10	Acronicta megacephala
ARISE2470-26	Acronicta megacephala
ABOLE501-25	Acronicta megacephala
GBGL24416-19	Acronicta megacephala
AVLEP016-11	Acronicta concerpta
BBLEC882-09	Acronicta innotata
CNCLB3645-16	Acronicta interrupta
LBCH5210-10	Acronicta mansueta
RDNMJ615-11	Acronicta mansueta
FRLAR038-18	Acronicta lobeliae
CNCLB1435-14	Acronicta spinigera
AKLEP984-25	Acronicta impressa
CASBI3799-26	Acronicta impressa
LBCC762-05	Acronicta impressa
ABOLA011-14	Acronicta rumicis
INSSD2122-21	Acronicta catocaloida
ABOLA009-14	Acronicta auricoma
IBILP617-19	Acronicta auricoma
BBLPB645-10	Acronicta grisea
BBLPB648-10	Acronicta superans
CNCLB1430-14	Acronicta funeralis
RDNMI009-10	Acronicta browni
CNCLB2585-14	Acronicta hamamelis
BBLEC819-09	Acronicta fragilis
BBLPB207-10	Acronicta fragilis
INSSD693-20	Acronicta bellula
INSSD739-20	Acronicta adaucta
BBLSW853-09	Acronicta vinnula
BBLCU012-09	Acronicta laetifica
CNCLB1390-14	Acronicta radcliffei
BBLPB705-10	Acronicta quadrata
LNCC385-10	Acronicta betulae
RDNMJ084-10	Acronicta tota
LPOKD695-10	Acronicta connecta
RDNMJ082-10	Acronicta rapidan
RDNMJ088-10	Acronicta valliscola
ABOLC025-16	Simyra albovenosa
BGSNL2820-25	Simyra dentinosa
BGSNL2821-25	Simyra dentinosa
ABOLA507-14	Simyra nervosa
PEMOD796-20	Simyra nervosa
LPALE2543-23	Simyra nervosa
AVLEP092-11	Simyra splendida
BHULP1196-22	Sclerogenia jessica
IBILP634-19	Scotochrosta pulla
ANICK287-10	Prospalta incertissima
LEPDL306-15	Prospalta cyclica
ANICK290-10	Prospalta dinawa
ANICK294-10	Prospalta sp. ANIC1
GWOSN405-11	Antitrisuloides siamensis
GWOSN406-11	Antitrisuloides siamensis
BHULP114-22	Antitrisuloides catocalina
LEPMY031-13	Antitrisuloides catocalina
CNCLB4321-19	Antitrisuloides sp.
GWOTG851-12	Tambana entoxantha
GWOSN394-11	Tambana fansipana
GWOTG827-12	Tambana naumanni
GWOSU664-11	Tambana laura
GWOSN393-11	Tambana aureocrypta
GWOTG849-12	Tambana mekonga
GWOSN384-11	Tambana glauca
GWOSM935-11	Tambana annamica
GWOSN383-11	Tambana indeterminata
GWOTG842-12	Tambana helmuti
GWOTG844-12	Tambana burmana
LNAUZ1525-22	Velazconia difficulis
LNAUS4460-13	Orthomoia bloomfieldi
RDNME963-08	Redingtonia alba
BBLSW757-09	Opsigalea blanchardi
RDNMK933-13	Opsigalea ocellata
ANICI866-10	Tabomeeres dolera
ANIAD1969-11	Tabomeeres sp. ANIC1
BBLSW756-09	Supralathosea baboquivariensis
CNCLB4295-18	Supralathosea baboquivariensis
CNCLB2370-14	Supralathosea baboquivariensis
LNAUS5028-13	Supralathosea baboquivariensis
CNCLB1698-14	Supralathosea baboquivariensis
IAWLB528-11	Supralathosea obtusa
CNCLB358-14	Supralathosea pronuba
CNCLB3850-16	Supralathosea pronuba
PMANL220-09	Iambia brunnea
GWOTW463-18	Iambia brunnea
GWOSZ926-11	Iambia infernalisGB01ZA
GWOSY512-11	Iambia volasiraGB01Za
INSSD633-20	Iambia transversa
BHULP719-22	Iambia transversa
GWORC2543-13	Iambia infernalisGB02Et
ABOLA717-14	Ammoconia caecimacula
NMNHL303-10	Ammoconia senex
NMNHL304-10	Ammoconia senex
FGMLM244-18	Ammoconia senex
GWOSA213-10	Ammoconia senex
ABOLE1779-26	Ammoconia aholai
ILECA567-24	Ammoconia reisseri
MILEP903-11	Tandilia sp.
GBA22206-14	Xanthomantis cornelia
LOCRA403-07	Trichorthosia Sullivan0740
CRQUC16792-23	Trichorthosia Sullivan0741
LOCRA411-07	Trichorthosia cirphica
LOCRE009-10	Trichorthosia Sullivan0742
CRQUC16877-23	Trichorthosia Sullivan2877
CHCAT079-15	Trichorthosia diapera
LOCRA409-07	Trichorthosia Sullivan8076
GWORE1531-09	Lepteria AH05Ec
GWORA1116-08	Lepteria AH01Ec
GWORG205-08	Lepteria AH02Ec
GWORD251-07	Lepteria AH03Ec
LOCRA876-08	Lepteria Sullivan1143
BHULP444-22	Diphtherocome discibrunnea
BHULP442-22	Diphtherocome pallida
GBMIN83480-17	Sesamia inferens
BIPR009-13	Sesamia inferens
GBAAW15887-24	Sesamia inferens
GBGL18425-15	Sesamia inferens
GBMIN83473-17	Sesamia inferens
INSSD5598-21	Sesamia inferens
GBCAB33349-24	Sesamia inferens
GBGL24719-19	Sesamia jansei
GBGL24868-19	Sesamia sp. SEKEG3797
GBGL24889-19	Sesamia sp. SEKEG6469
GBGL24679-19	Sesamia cretica
IBLAO1130-14	Sesamia cretica
GBMIN83466-17	Sesamia cretica
LEPMY1406-15	Sesamia submarginalis
LSTEM177-18	Sesamia grisescens
LSTEM096-18	Sesamia grisescens
LSTEM076-18	Sesamia grisescens
GBGL24872-19	Sesamia sp. SEKEG3815
GBGL24848-19	Sesamia sp. SECOG7523
GBMIN83584-17	Sesamia luyaensis
GBGL24875-19	Sesamia sp. SEKEG4011
GBAAX68866-24	Sesamia taenioleuca
GBGL24639-19	Sesamia albicolor
GBGL24897-19	Sesamia sp. SEKEG8326
GBGL24850-19	Sesamia sp. SECOG7532
GBGL24851-19	Sesamia sp. SECOG7692
GBGL24863-19	Sesamia sp. SEKEG3764
GBGL24959-19	Sesamia sp. SETAG7715
GBGL24929-19	Sesamia sp. SEOUG3699
GBGL24955-19	Sesamia sp. SETAG6580
GBGL24870-19	Sesamia sp. SEKEG3813
GBGL24885-19	Sesamia sp. SEKEG5409
GBGL24756-19	Sesamia oriaula
GBGL24887-19	Sesamia sp. SEKEG5424
GBGL24831-19	Sesamia sp. SEBEG3922
GBGL24668-19	Sesamia coniota
BSNTN263-23	Sesamia nonagrioides
MGABE1728-14	Sesamia nonagrioides
GBMIN83487-17	Sesamia nonagrioides
GBGL24722-19	Sesamia kouilouensis
GBGL24667-19	Sesamia congoensis
GBAAX54730-24	Sesamia roumeti
GBGL24705-19	Sesamia firmata
GBMIN83569-17	Sesamia capensis
GBMIN83586-17	Sesamia natalensis
GBGL24932-19	Sesamia sp. SEOUG3857
GBGL24781-19	Sesamia pennipuncta
GBGL24780-19	Sesamia pennipuncta
GBGL24782-19	Sesamia pennipuncta
CWLMA167-14	Sesamia epunctifera
GBGL24695-19	Sesamia epunctifera
GBGL24891-19	Sesamia sp. SEKEG6472
GBGL24892-19	Sesamia sp. SEKEG7314
GBGL24712-19	Sesamia incerta
GBGL24972-19	Sesamia sp. SEZAG6579
GBGL24893-19	Sesamia sp. SEKEG7693
GBGL24849-19	Sesamia sp. SECOG7527
GBGL24973-19	Sesamia sp. SEZAG8223
GBGL24854-19	Sesamia sp. SECOG7711
GBGL24956-19	Sesamia sp. SETAG7506
GBGL24947-19	Sesamia sp. SETAG4216
GBMIN83558-17	Sesamia poephaga
GBGL24818-19	Sesamia poephaga
GWOSD261-10	Sesamia pallidicosta
GBAAX54961-24	Sesamia echinochloa
GBGL24906-19	Sesamia sp. SEKEM0128
GBGL24971-19	Sesamia sp. SEZAG6462
GBGL24969-19	Sesamia sp. SEZAG6460
GBGL24723-19	Sesamia mediostriga
GBGL24732-19	Sesamia mesosticha
GBGL24731-19	Sesamia mesosticha
GBGL24844-19	Sesamia sp. SECAG7973
ABOLB719-15	Panemeria tenebrata
GBLAB361-13	Panemeria tenebromorpha
GWOTK624-12	Panemeria viehmanni
LENOA459-11	Oxicesta geographica
IBLAO314-12	Oxicesta serratae
BGSNL2816-25	Oxicesta chamoenices
GWOTK763-13	Cranionycta nubilata
GBGL14634-14	Cranionycta oda
LERAM033-14	Cranionycta jankowskii
BHULP369-22	Cranionycta keeskleini
CNCLB1565-14	Lophoceramica artega
LOCRG609-11	Lophoceramica Sullivan6706
LNAUX1413-18	Lophoceramica pyrrha
LNAUZ1520-22	Orthopha polypuncta
BHULP335-22	Clethrorasa pilcheri
GBGL31593-19	Feraxinia serena
GBGL31595-19	Feraxinia sp. FECAG3724
GBGL31584-19	Feraxinia nyei
GBGL31583-19	Feraxinia nyei
GBGL31576-19	Feraxinia jemjemensis
GBGL16388-14	Trichoridia sp. QJ2013
BHULP1372-22	Trichoridia albiluna
GBGL28843-19	Manga melanodonta
GBGL28841-19	Manga melanodonta
GBGL28830-19	Manga melanodonta
GBGL28837-19	Manga melanodonta
GBGL28838-19	Manga melanodonta
GBGL28842-19	Manga melanodonta
GBGL28836-19	Manga melanodonta
GBGL28826-19	Manga melanodonta
GBGL28815-19	Manga basilinea
GBGL28821-19	Manga fuliginosa
GBGL28817-19	Manga fuliginosa
GBGL28879-19	Manga sp. MAOUG7209
GBGL28870-19	Manga nubifera
FGMLM280-18	Stilbia anomala
IBILP2960-20	Stilbia anomala
GWOTA087-12	Stilbia philopalis
BGSNL2799-25	Stilbia calberlae
GWOTA086-12	Stilbia andalusiaca
IBLAO1547-20	Stilbia andalusiaca
CNCLB4375-19	Gaujonia sp.
CNCLB4385-19	Gaujonia sp.
CNCLB4377-19	Gaujonia sp.
CNCLB4380-19	Gaujonia sp.
CNCLB4374-19	Gaujonia sp.
CNCLB4344-19	Gaujonia sp.
CNCLB4361-19	Gaujonia sp.
CNCLB4345-19	Gaujonia sp.
CNCLB4378-19	Gaujonia sp.
CNCLB4392-19	Gaujonia sp.
CNCLB4346-19	Gaujonia sp.
CRQUC48951-24	Hypotrix carnetincta
LOCRA397-07	Hypotrix carnetincta
LOCRI624-11	Hypotrix Sullivan5058
RDNMG295-08	Hypotrix alamosa
NAMUM062-08	Hypotrix parallela
LNAUT881-14	Hypotrix optima
BBLSY565-09	Hypotrix naglei
JBAZ125-09	Hypotrix hueco
LNAUT464-14	Hypotrix trifascia
CRALD3555-23	Hypotrix carneigera
LOCRC170-08	Hypotrix carneigera
CMAZA397-10	Hypotrix lunata
RDNMF831-08	Hypotrix diplogramma
GWOSM867-11	Hypotrix secedens
LOCRB463-08	Hypotrix nigripars
NAMUM050-08	Hypotrix spinosa
RDNMG336-08	Hypotrix basistriga
LOCRC327-08	Hypotrix Sullivan9461
LOCRB461-08	Hypotrix Sullivan4299
RDNMG910-08	Hypotrix rubra
NAMUM060-08	Hypotrix ferricola
GWOSZ856-11	Hypotrix GB01Br
CIKPA9091-25	Callixena versicolora
GWOTG728-12	Callixena versicolora
ABOLA706-14	Valeria oleagina
GWOTK580-12	Valeria oleagina
GWOTK619-12	Valeria kartaleaWS01Is
GWOSQ858-11	Valeria schreieri
GBLAB1731-14	Valeria jaspidea
GWOTK585-12	Valeria chlorosticta
GWOTK583-12	Valeria albodiscata
PMANL908-11	Dysmilichia namibiae
GWOSQ817-11	Dysmilichia picata
LEUAE398-12	Dysmilichia sp. ABX7831
BBLOC998-11	Nephelodes minians
CNCLB523-14	Nephelodes carminata
CNCLB521-14	Nephelodes carminata
LBCH6948-10	Tholera americana
ABOLA728-14	Tholera decimalis
ABOLD176-16	Tholera cespitis
ABOLA725-14	Tholera cespitis
ANICJ265-10	Pyripnoa pyraspis
ANIAG304-11	Pyripnoa auricularia
ANIAG303-11	Pyripnoa auricularia
ANIAD1941-11	Pyripnoa sciaptera
LENOA696-11	Periphanes delphinii
GBAAM30458-25	Periphanes scutatus
GBAAM30412-25	Periphanes scutatus
RONOC180-18	Periphanes cora
ANICK958-10	Brithys crini
CWLMA204-15	Brithys crini
BLPAA12664-18	Hampsonodes mastoidesDHJ02
CATSE434-13	Hampsonodes BN21
BLPAA1399-17	Hampsonodes mastoidesDHJ01
ELMTK272-15	Hampsonodes pygmaea
LNOUF264-11	Hampsonodes pygmaea
LOCRI636-11	Hampsonodes Sullivan4975
GWORH273-09	Hampsonodes mastoides
ELMTK011-15	Hampsonodes mastoides
GWOSU289-11	Hampsonodes mastoides
CRATD36760-24	Hampsonodes mastoides
GWORH264-09	Hampsonodes sp.
RDNMK602-11	Hampsonodes sp.
GWOSH587-10	Hampsonodes xanthea
BLPAA10929-17	Hampsonodes confisa
BLPAA10931-17	Hampsonodes melagona
BLPDX133-11	Hampsonodes Sullivan9235
BLPAA9215-17	Hampsonodes orbica
MILEP889-11	Hampsonodes orbica
ELMTK223-15	Hampsonodes orbica
ELMTK159-15	Hampsonodes orbica
LOCRA377-07	Hampsonodes Sullivan7005
GWOSN462-11	Hampsonodes naeviaGB01Pe
LOCRB510-08	Hampsonodes naevia
GWOTA036-12	Hampsonodes latifascia
LOCRA199-06	Hampsonodes Sullivan2661
LOCRG187-11	Hampsonodes Sullivan5569
LOCRA242-06	Hampsonodes Sullivan2662
BLPAC664-06	Calymniodes Poole01
BLPAA10935-17	Calymniodes Poole02
BLPAA11276-17	Calymniodes Poole04
GWOSM863-11	Calymniodes pyrostrota
LEMMZ165-10	Calymniodes conchylis
GWOSM864-11	Calymniodes conchylis
GWOSM865-11	Calymniodes conchylis
ELMTK329-15	Calymniodes conchylis
PERFH2310-24	Calymniodes conchylis
BLPAA10575-17	Calymniodes pyrostorta
LEFIJ20943-21	Aedophron rhodites
BGSNL3053-25	Aedophron rhodites
BGSNL3050-25	Aedophron phlebophora
BLPAA15514-19	Bryolymnia bicon
LNAUT850-14	Bryolymnia biformata
LNAUT852-14	Bryolymnia biformata
BLPAA29503-21	Bryolymnia roma
MILEQ044-11	Bryolymnia roma
LEMMZ146-10	Bryolymnia sp. AS1
RDNME852-08	Bryolymnia marti
RDNME989-08	Bryolymnia ensina
RDNMD848-07	Bryolymnia anthracitaria
CNCLB558-14	Bryolymnia viridimedia
CNCLB559-14	Bryolymnia viridimedia
RDNME375-07	Bryolymnia poasia
LOCRC601-09	Bryolymnia systera
RDNMD655-06	Bryolymnia semifascia
CMAZA403-10	Bryolymnia semifascia
GWOSN472-11	Bryolymnia poasiaGB01Br
GWOSN461-11	Bryolymnia biconGB02Pe
RDNMK596-11	Bryolymnia sp.
CNCLB563-14	Bryolymnia sp.
RDNME882-08	Bryolymnia mixta
BBLOD564-11	Bryolymnia viridata
BLPAA13057-18	Bryolymnia marginata
CRQUD22882-24	NoctMalaise01 Malaise5964
CRQUC48584-24	NoctMalaise01 malaise1321
CRQUC48797-24	NoctMalaise01 Malaise5795
CRALD4428-23	NoctMalaise01 Malaise7086
CRPSA15413-22	NoctMalaise01 malaise1786
CRBOE49654-23	NoctMalaise01 Malaise1858
CRBLD29087-24	NoctMalaise01 malaise0374
CRATC29276-23	NoctMalaise01 Malaise5114
BLPDI335-09	noctBioLep01 BioLep192
BLPDN1598-10	noctBioLep01 BioLep2795
CRATA21492-22	noctBioLep01 BioLep4087
BLPDV583-11	noctBioLep01 BioLep1153
BLPDO780-10	noctBioLep01 BioLep619
BLPDI051-09	noctBioLep01 BioLep619
BLPAA20700-20	noctBioLep01 BioLep790
BLPDH478-09	noctBioLep01 BioLep623
BLPCK108-08	noctBioLep01 BioLep127
BLPCF744-08	noctBioLep01 BioLep286
BLPDQ660-10	noctBioLep01 BioLep723
BLPDK086-09	noctBioLep01 BioLep725
BLPEF4612-13	noctBioLep01 BioLep725
BLPDE236-09	noctBioLep01 BioLep439
CRSOA10977-24	noctBioLep01 BioLep670
BLPEE2077-12	noctBioLep01 BioLep724
BLPDN1148-10	noctBioLep01 BioLep425
BLPEF8316-15	noctBioLep01 BioLep428
BLPDV452-11	noctBioLep01 BioLep1157
BLPBD667-07	noctBioLep01 BioLep397
BLPDM2063-10	noctBioLep01 BioLep396
BLPAA1251-17	noctBioLep01 BioLep843
BLPDV631-11	noctBioLep01 BioLep1177
CRATA26937-22	noctBioLep01 BioLep2669
BLPEA678-11	noctBioLep01 BioLep845
BLPAA5470-17	noctBioLep01 BioLep844
BLPDN1049-10	noctBioLep01 BioLep617
BLPAA22018-20	noctBioLep01 BioLep5224
BLPDL1030-10	noctBioLep01 BioLep620
CROAD41569-22	noctBioLep01 BioLep620
BLPAB217-06	Elaphria BioLep1211
BLPAG245-07	Elaphria BioLep266
BLPCH544-08	Elaphria Poole09
GWOTA046-12	Elaphria phaeopera
